Name,Kitchen,Time,Rate,Price,Metro
8 Oz,Рестораны у воды,Открыто до 00:00,7.5,1700 - 3000,Парк культуры;Октябрьская
Узбекистан,Узбекская кухня,Открыто до 00:00,7.5,3000,Лубянка;Кузнецкий Мост
Бакинский бульвар,Азербайджанская кухня,Открыто до 00:00,7.5,1700 - 3000,Парк Победы
Брудер,Пивные рестораны,Открыто до 00:00,7.5,700 - 1700,Дмитровская;Савеловская
Toscana,Итальянская кухня,Открыто до 23:00,7.5,1700 - 3000,Проспект Вернадского
La marée,Средиземноморская кухня,Открыто до 00:00,7.5,3000,Тверская;Пушкинская
Ra'men,Японская кухня,Открыто до 00:00,7.5,700 - 1700,Цветной бульвар;Трубная
Saperavi Café,Грузинская кухня,Открыто до 00:00,7.5,700 - 1700,Белорусская
Стрелка,Европейская кухня,Открыто до 00:00,7.5,1700 - 3000,Кропоткинская
Суп-кафе,Кафе,Открыто до 23:00,7.5,700 - 1700,Белорусская
Трикстер,Кафе,Открыто до 23:00,7.5,700 - 1700,Красные Ворота
Lambic,Пивные рестораны,Открыто до 00:00,7.5,1700 - 3000,Проспект Мира
Бакинский бульвар,Европейская кухня,Открыто до 00:00,7.5,1700 - 3000,Коломенская
Prawns,Рестораны у воды,Открыто до 22:00,7.5,700,Воробьевы горы
"Бельгийская брассери 0,33",Бельгийская кухня,Открыто до 23:00,7.5,700 - 1700,Красные Ворота
Босфор,Турецкая кухня,Открыто до 00:00,7.5,1700 - 3000,Смоленская
Воккер,Вок,Открыто до 21:00,7.5,700 - 1700,Сокольники
Кофевар Капучинофф,Кофейни,Открыто до 23:00,7.4,700 - 1700,Коломенская
Il forno Неглинная,Итальянская кухня,Открыто до 00:00,7.4,3000,Лубянка;Кузнецкий Мост
Baan Thai,Тайская кухня,Открыто до 00:00,7.4,1700 - 3000,Киевская
Сирена,Европейская кухня,Открыто до 00:00,7.4,3000,Сухаревская
Андерсон на Гиляровского,Кафе,Открыто до 23:00,7.4,700 - 1700,Проспект Мира
Дружба,Китайская кухня,Открыто до 00:00,7.4,1700 - 3000,Новослободская;Менделеевская
Il forno Остоженка,Итальянская кухня,Открыто до 00:00,7.4,3000,Кропоткинская
Fumisawa Sushi,Японская кухня,Открыто до 00:00,7.4,3000,Лубянка;Охотный Ряд
Wake Up Café,Кофейни,Открыто до 22:00,7.4,700,Парк культуры
Братья Караваевы,Кулинарии,Открыто до 23:00,7.4,700,Чистые пруды;Тургеневская
Devi,Индийская кухня,Открыто до 00:00,7.4,700 - 1700,Юго-Западная;Беляево
Булочная №5,Кофейни,Открыто до 22:00,7.4,,Сокол
Кофе-тайм,Кофейни,Открыто до 00:00,7.4,700 - 1700,Фрунзенская
Ku: рамен-изакая-бар,Японская кухня,Открыто до 00:00,7.4,700 - 1700,Смоленская;Киевская
Lucky Souvlaki,Греческая кухня,Открыто до 22:00,7.4,700 - 1700,Тверская;Пушкинская
Арарат,Армянская кухня,Открыто до 23:00,7.4,700 - 1700,ВДНХ
Гастромаркет «Вокруг света»,Фуд-корты,Открыто до 23:30,7.4,,Лубянка;Кузнецкий Мост
Пив & Ко,Пивные рестораны,Открыто до 00:00,7.4,700 - 1700,Речной вокзал;Водный стадион
Рис,Японская кухня,Открыто до 21:00,7.4,700 - 1700,Комсомольская
Роберто,Итальянская кухня,Открыто до 00:00,7.4,1700 - 3000,Чистые пруды;Тургеневская
Шатер,Европейская кухня,Открыто до 00:00,7.3,1700 - 3000,Чистые пруды;Тургеневская
Мясо,Стейки,Открыто до 22:00,7.3,3000,Полежаевская
Brix,Бары,Открыто до 00:00,7.3,1700 - 3000,Тверская;Пушкинская
Buono,Европейская кухня,Открыто до 00:00,7.3,3000,Киевская
Палаццо Дукале,Итальянская кухня,Открыто до 22:00,7.3,3000,Тверская;Пушкинская
Воккер,Вок,Открыто до 22:00,7.3,700 - 1700,Киевская
Театр Корша,Русская кухня,Открыто до 00:00,7.3,1700 - 3000,Тверская;Пушкинская
Dream Bar,Бары,Открыто до 00:00,7.3,700 - 1700,Чистые пруды;Тургеневская
Андерсон на Братиславской,Кафе,Открыто до 23:00,7.3,700 - 1700,Братиславская
Tokyo Bay,Японская кухня,Открыто до 01:00,7.3,700 - 1700,Теплый Стан
Punch & Judy,Пабы,Открыто до 00:00,7.3,700 - 1700,Новокузнецкая;Третьяковская
Рыбы нет,Европейская кухня,Открыто до 00:00,7.3,1700 - 3000,Лубянка;Кузнецкий Мост
Bro & N,Европейская кухня,Открыто до 23:00,7.3,1700 - 3000,Тверская;Пушкинская
Стейк'с,Стейки,Открыто до 23:30,7.3,1700 - 3000,Речной вокзал;Водный стадион
Батони,Грузинская кухня,Открыто до 00:00,7.3,700 - 1700,Киевская
Бутчер,Стейки,Открыто до 00:00,7.3,3000,Маяковская;Тверская
Метехи,Хинкали,Открыто до 23:00,7.3,700 - 1700,Калужская;Воронцовская
Советская чебуречная,Чебуреки,Открыто до 23:30,7.3,700,Белорусская;Маяковская
Florentini City Café,Итальянская кухня,Открыто до 23:00,7.3,700 - 1700,Курская
Бейрут,Ливанская кухня,Открыто до 00:00,7.3,700 - 1700,Красные Ворота;Курская
Тануки,Японская кухня,Открыто до 00:00,7.3,700 - 1700,Каширская;Кантемировская
Starlite Diner,Американская кухня,Открыто до 00:00,7.3,700 - 1700,Октябрьская;Добрынинская
Джон Булл,Пабы,Открыто до 00:00,7.2,1700 - 3000,Смоленская
Garage Café,Кофейни,Открыто до 22:00,7.2,1700 - 3000,Парк культуры;Октябрьская
Аруба,Кубинская кухня,Открыто до 00:00,7.2,1700 - 3000,Таганская;Марксистская
Мечта,Европейская кухня,Открыто до 00:00,7.2,1700 - 3000,Павелецкая
Bich Cau,Вьетнамская кухня,Открыто до 22:00,7.2,700 - 1700,Войковская
Нардин,Кафе,Открыто до 23:00,7.2,700 - 1700,Новые Черемушки
Причал,Рестораны у воды,Открыто до 00:00,7.2,1700 - 3000,"Красногорский р-н, с. Ильинское, Ильинский Подъезд, стр. 1"
Тануки,Японская кухня,Открыто до 02:00,7.2,700 - 1700,Варшавская
Шоколад,Кафе,Открыто до 00:00,7.2,700 - 1700,Новые Черемушки
Академия,Кафе,Открыто до 00:00,7.2,1700 - 3000,Охотный Ряд;Театральная
El Asador,Испанская кухня,Открыто до 00:00,7.2,1700 - 3000,Новокузнецкая;Третьяковская
Жига-дрыга,Бары,Открыто до 00:00,7.2,700 - 1700,Новокузнецкая;Добрынинская
Тануки,Японская кухня,Открыто до 00:00,7.2,700 - 1700,Щелковская
ЦДЛ,Европейская кухня,Открыто до 00:00,7.2,3000,Краснопресненская;Баррикадная
Водный,Рестораны у воды,Открыто до 00:00,7.2,1700 - 3000,Водный стадион
Жеральдин,Европейская кухня,Открыто до 23:00,7.2,1700 - 3000,Парк культуры
Molly Gwynn's,Пабы,Открыто до 00:00,7.2,1700 - 3000,Новокузнецкая;Третьяковская
Буйабес,Средиземноморская кухня,Открыто до 23:30,7.2,3000,Ленинский проспект;Площадь Гагарина
